ProductID,Location,StockLevel,SupplierDelay(days),Warehouse,InventoryType
P0075,L06,100,10,W2,Returned
P0075,L07,40,10,W2,Repaired
P0075,L08,184,3,W1,Fresh
P0075,L09,140,3,W1,Repaired
P0075,L10,86,5,W1,Returned
P0076,L01,118,10,W1,Returned
P0076,L02,186,7,W3,Fresh
P0076,L03,27,3,W2,Repaired
P0076,L04,74,2,W2,Returned
P0076,L05,135,3,W3,Repaired
P0076,L06,181,3,W1,Returned
P0076,L07,110,5,W3,Repaired
P0076,L08,19,3,W3,Returned
P0076,L09,91,5,W3,Returned
P0076,L10,93,10,W2,Fresh
P0077,L01,183,10,W2,Fresh
P0077,L02,145,2,W2,Repaired
P0077,L03,48,10,W1,Repaired
P0077,L04,132,7,W1,Repaired
P0077,L05,154,7,W3,Returned
P0077,L06,132,2,W1,Returned
P0077,L07,109,10,W1,Returned
P0077,L08,99,3,W2,Repaired
P0077,L09,146,10,W3,Returned
P0077,L10,109,3,W3,Returned
P0078,L01,68,2,W2,Fresh
P0078,L02,193,7,W2,Returned
P0078,L03,138,3,W3,Fresh
P0078,L04,14,3,W2,Fresh
P0078,L05,146,7,W3,Returned
P0078,L06,42,10,W3,Fresh
P0078,L07,182,5,W1,Fresh
P0078,L08,149,10,W1,Returned
P0078,L09,82,3,W2,Fresh
P0078,L10,37,2,W2,Fresh
P0079,L01,111,10,W3,Repaired
P0079,L02,167,2,W2,Fresh
P0079,L03,22,7,W3,Fresh
P0079,L04,183,3,W3,Returned
P0079,L05,143,5,W2,Repaired
P0079,L06,76,7,W2,Fresh
P0079,L07,50,3,W3,Fresh
P0079,L08,93,3,W1,Repaired
P0079,L09,83,3,W3,Returned
P0079,L10,72,7,W2,Returned
P0080,L01,151,3,W1,Fresh
P0080,L02,112,2,W3,Returned
P0080,L03,165,3,W3,Returned
P0080,L04,61,3,W2,Fresh
P0080,L05,95,10,W2,Fresh
P0080,L06,89,10,W2,Repaired
P0080,L07,52,2,W1,Repaired
P0080,L08,192,10,W1,Returned
P0080,L09,164,10,W1,Fresh
P0080,L10,189,3,W3,Fresh
P0081,L01,158,10,W1,Returned
P0081,L02,147,10,W1,Returned
P0081,L03,136,7,W2,Repaired
P0081,L04,87,3,W2,Returned
P0081,L05,127,7,W1,Fresh
P0081,L06,104,2,W3,Returned
P0081,L07,108,5,W3,Repaired
P0081,L08,43,10,W2,Repaired
P0081,L09,191,5,W1,Repaired
P0081,L10,49,2,W2,Returned
P0082,L01,70,10,W1,Repaired
P0082,L02,100,7,W3,Returned
P0082,L03,51,3,W1,Returned
P0082,L04,52,5,W2,Fresh
P0082,L05,96,3,W1,Repaired
P0082,L06,155,2,W2,Repaired
P0082,L07,93,5,W1,Fresh
P0082,L08,19,5,W2,Returned
P0082,L09,20,3,W2,Fresh
P0082,L10,49,2,W2,Repaired
P0083,L01,198,5,W2,Repaired
P0083,L02,105,7,W1,Repaired
P0083,L03,96,2,W2,Fresh
P0083,L04,92,7,W2,Fresh
P0083,L05,154,3,W1,Returned
P0083,L06,124,5,W3,Returned
P0083,L07,68,7,W1,Repaired
P0083,L08,100,10,W3,Returned
P0083,L09,86,5,W3,Fresh
P0083,L10,61,7,W1,Fresh
P0084,L01,17,3,W2,Returned
P0084,L02,199,2,W2,Repaired
P0084,L03,140,10,W1,Fresh
P0084,L04,173,5,W3,Repaired
P0084,L05,167,3,W2,Repaired
P0084,L06,58,5,W3,Returned
P0084,L07,62,7,W2,Returned
P0084,L08,54,5,W3,Returned
P0084,L09,19,7,W3,Repaired
P0084,L10,184,10,W2,Fresh
P0085,L01,157,10,W1,Fresh
P0085,L02,113,5,W2,Returned
P0085,L03,186,3,W1,Returned
P0085,L04,48,2,W1,Returned
P0085,L05,96,5,W1,Fresh
P0085,L06,146,10,W1,Fresh
P0085,L07,90,2,W2,Returned
P0085,L08,36,3,W3,Fresh
P0085,L09,45,2,W2,Returned
P0085,L10,31,5,W2,Fresh
P0086,L01,185,10,W2,Returned
P0086,L02,33,3,W2,Returned
P0086,L03,66,2,W2,Returned
P0086,L04,199,2,W1,Returned
P0086,L05,188,7,W3,Fresh
P0086,L06,126,7,W2,Fresh
P0086,L07,51,10,W2,Returned
P0086,L08,182,5,W2,Fresh
P0086,L09,28,10,W2,Repaired
P0086,L10,64,5,W3,Repaired
P0087,L01,74,2,W2,Fresh
P0087,L02,107,5,W1,Returned
P0087,L03,77,3,W3,Returned
P0087,L04,111,5,W1,Finished Goods
P0087,L05,104,10,W3,Fresh
P0087,L06,46,10,W2,Returned
P0087,L07,69,2,W1,Returned
P0087,L08,102,7,W3,Returned
P0087,L09,47,5,W3,Repaired
P0087,L10,187,7,W1,Returned
P0088,L01,127,7,W3,Repaired
P0088,L02,77,7,W1,Repaired
P0088,L03,116,10,W2,Returned
P0088,L04,176,7,W3,Repaired
P0088,L05,97,3,W2,Returned
P0088,L06,161,2,W1,Repaired
P0088,L07,117,10,W2,Returned
P0088,L08,47,7,W1,Repaired
P0088,L09,54,7,W3,Repaired
P0088,L10,17,10,W3,Fresh
P0089,L01,110,10,W3,Repaired
P0089,L02,54,7,W1,Repaired
P0089,L03,107,10,W1,Returned
P0089,L04,56,5,W1,Fresh
P0089,L05,176,7,W1,Fresh
P0089,L06,173,5,W2,Returned
P0089,L07,13,7,W1,Returned
P0089,L08,41,3,W1,Returned
P0089,L09,27,10,W2,Fresh
P0089,L10,70,5,W3,Fresh
P0090,L01,178,3,W3,Fresh
P0090,L02,26,7,W2,Fresh
P0090,L03,134,3,W1,Fresh
P0090,L04,131,2,W3,Repaired
P0090,L05,180,3,W1,Returned
P0090,L06,33,2,W3,Repaired
P0090,L07,165,7,W3,Fresh
P0090,L08,31,3,W1,Fresh
P0090,L09,181,10,W3,Fresh
P0090,L10,111,10,W1,Repaired
P0091,L01,126,10,W1,Returned
P0091,L02,141,10,W3,Repaired
P0091,L03,40,5,W1,Fresh
P0091,L04,24,2,W1,Fresh
P0091,L05,116,10,W2,Returned
P0091,L06,185,7,W3,Returned
P0091,L07,112,3,W3,Fresh
P0091,L08,132,3,W2,Returned
P0091,L09,39,7,W3,Repaired
P0091,L10,112,7,W1,Repaired
P0092,L01,50,2,W2,Repaired
P0092,L02,36,10,W2,Repaired
P0092,L03,37,10,W2,Returned
P0092,L04,88,5,W2,Repaired
P0092,L05,80,2,W1,Repaired
P0092,L06,53,3,W1,Fresh
P0092,L07,51,3,W1,Fresh
P0092,L08,94,10,W1,Returned
P0092,L09,39,10,W3,Fresh
P0092,L10,41,10,W2,Repaired
P0093,L01,153,10,W1,Fresh
P0093,L02,99,3,W3,Returned
P0093,L03,75,10,W1,Returned
P0093,L04,112,2,W1,Fresh
P0093,L05,123,2,W2,Returned
P0093,L06,72,10,W2,Returned
P0093,L07,74,10,W2,Fresh
P0093,L08,154,3,W3,Repaired
P0093,L09,62,5,W1,Repaired
P0093,L10,198,10,W1,Fresh
P0094,L01,56,5,W3,Returned
P0094,L02,148,5,W1,Repaired
P0094,L03,178,3,W3,Repaired
P0094,L04,76,2,W3,Repaired
P0094,L05,122,3,W1,Repaired
P0094,L06,140,5,W2,Repaired
P0094,L07,137,2,W2,Returned
P0094,L08,25,3,W2,Repaired
P0094,L09,111,2,W2,Repaired
P0094,L10,109,7,W3,Returned
P0095,L01,46,7,W3,Fresh
P0095,L02,156,2,W1,Repaired
P0095,L03,199,3,W1,Returned
P0095,L04,133,3,W1,Returned
P0095,L05,40,5,W2,Returned
P0095,L06,60,5,W1,Fresh
P0095,L07,14,5,W1,Repaired
P0095,L08,168,3,W2,Repaired
P0095,L09,145,10,W3,Returned
P0095,L10,53,7,W3,Fresh
P0096,L01,57,7,W2,Fresh
P0096,L02,173,10,W1,Fresh
P0096,L03,120,5,W3,Repaired
P0096,L04,19,5,W3,Fresh
P0096,L05,55,3,W3,Returned
P0096,L06,38,2,W2,Fresh
P0096,L07,88,5,W1,Fresh
P0096,L08,169,3,W2,Repaired
P0096,L09,148,7,W1,Returned
P0096,L10,43,2,W2,Fresh
P0097,L01,109,2,W2,Repaired
P0097,L02,137,2,W2,Returned
P0097,L03,168,2,W1,Fresh
P0097,L04,16,3,W3,Returned
P0097,L05,84,2,W2,Returned
P0097,L06,194,3,W3,Repaired
P0097,L07,127,5,W1,Fresh
P0097,L08,42,3,W1,Returned
P0097,L09,42,5,W3,Repaired
P0097,L10,159,7,W3,Repaired
P0098,L01,168,7,W3,Returned
P0098,L02,77,2,W2,Fresh
P0098,L03,90,3,W1,Repaired
P0098,L04,118,10,W2,Returned
P0098,L05,125,7,W3,Fresh
P0098,L06,15,7,W3,Fresh
P0098,L07,109,10,W1,Returned
P0098,L08,91,2,W2,Returned
P0098,L09,152,10,W1,Repaired
P0098,L10,56,5,W1,Repaired
P0099,L01,142,5,W1,Fresh
P0099,L02,71,10,W1,Repaired
P0099,L03,18,10,W1,Fresh
P0099,L04,105,3,W1,Returned
P0099,L05,189,2,W2,Repaired
P0099,L06,101,5,W3,Repaired
P0099,L07,172,2,W2,Repaired
P0099,L08,155,7,W2,Fresh
P0099,L09,41,3,W3,Repaired
P0099,L10,103,3,W1,Returned
P0100,L01,157,3,W3,Fresh
P0100,L02,94,2,W2,Repaired
P0100,L03,42,5,W2,Fresh
P0100,L04,158,2,W2,Repaired
P0100,L05,19,3,W3,Returned
P0100,L06,22,7,W2,Returned
P0100,L07,82,5,W2,Fresh
P0100,L08,77,2,W1,Repaired
P0100,L09,86,5,W3,Returned
P0100,L10,121,7,W1,Returned
P0101,L01,171,5,W3,Repaired
P0101,L02,50,10,W2,Returned
P0101,L03,117,3,W3,Repaired
P0101,L04,130,5,W3,Repaired
P0101,L05,194,7,W2,Fresh
P0101,L06,28,10,W1,Returned
P0101,L07,116,5,W3,Fresh
P0101,L08,153,7,W3,Fresh
P0101,L09,165,10,W3,Fresh
P0101,L10,28,3,W1,Fresh
P0102,L01,41,7,W1,Repaired
P0102,L02,60,7,W3,Returned
P0102,L03,164,3,W1,Fresh
P0102,L04,194,5,W2,Repaired
P0102,L05,182,7,W3,Returned
P0102,L06,92,7,W1,Repaired
P0102,L07,123,5,W1,Repaired
P0102,L08,174,3,W3,Repaired
P0102,L09,20,2,W2,Returned
P0102,L10,169,2,W1,Fresh
P0103,L01,43,7,W2,Fresh
P0103,L02,195,5,W2,Returned
P0103,L03,155,3,W2,Repaired
P0103,L04,132,7,W2,Repaired
P0103,L05,49,2,W1,Fresh
P0103,L06,134,7,W2,Returned
P0103,L07,77,5,W3,Returned
P0103,L08,195,3,W2,Repaired
P0103,L09,110,10,W1,Returned
P0103,L10,74,10,W3,Fresh
P0104,L01,46,3,W3,Fresh
P0104,L02,196,10,W2,Returned
P0104,L03,40,3,W1,Fresh
P0104,L04,66,2,W1,Fresh
P0104,L05,27,2,W2,Returned
P0104,L06,10,5,W3,Repaired
P0104,L07,152,5,W1,Repaired
P0104,L08,193,10,W2,Repaired
P0104,L09,185,3,W3,Repaired
P0104,L10,198,10,W3,Returned
P0105,L01,128,7,W2,Returned
P0105,L02,170,10,W3,Returned
P0105,L03,185,10,W2,Fresh
P0105,L04,174,2,W2,Returned
P0105,L05,17,7,W3,Repaired
P0105,L06,71,3,W1,Fresh
P0105,L07,33,7,W3,Repaired
P0105,L08,56,3,W3,Repaired
P0105,L09,74,5,W3,Fresh
P0105,L10,161,5,W1,Repaired
P0106,L01,13,7,W2,Repaired
P0106,L02,142,2,W2,Returned
P0106,L03,92,2,W1,Returned
P0106,L04,177,7,W2,Fresh
P0106,L05,61,7,W2,Fresh
P0106,L06,60,10,W3,Returned
P0106,L07,46,3,W3,Returned
P0106,L08,52,2,W2,Repaired
P0106,L09,184,2,W3,Repaired
P0106,L10,42,7,W3,Repaired
P0107,L01,30,10,W2,Repaired
P0107,L02,155,5,W1,Repaired
P0107,L03,103,7,W2,Fresh
P0107,L04,119,5,W2,Finished Goods
P0107,L05,54,2,W1,Repaired
P0107,L06,161,7,W3,Repaired
P0107,L07,112,3,W1,Repaired
P0107,L08,141,2,W3,Returned
P0107,L09,107,5,W1,Fresh
P0107,L10,188,2,W1,Repaired
P0108,L01,104,10,W2,Returned
P0108,L02,19,5,W3,Repaired
P0108,L03,114,5,W2,Repaired
P0108,L04,49,5,W1,Fresh
P0108,L05,108,5,W3,Fresh
P0108,L06,38,10,W1,Returned
P0108,L07,24,7,W3,Fresh
P0108,L08,16,5,W1,Repaired
P0108,L09,178,5,W1,Repaired
P0108,L10,13,10,W3,Repaired
P0109,L01,142,10,W3,Fresh
P0109,L02,147,7,W2,Repaired
P0109,L03,93,3,W1,Repaired
P0109,L04,55,7,W2,Returned
P0109,L05,58,10,W3,Returned
P0109,L06,167,7,W1,Returned
P0109,L07,124,10,W1,Returned
P0109,L08,184,3,W3,Repaired
P0109,L09,67,10,W2,Repaired
P0109,L10,74,7,W2,Returned
P0110,L01,136,10,W3,Returned
P0110,L02,76,5,W1,Fresh
P0110,L03,84,5,W3,Fresh
P0110,L04,76,10,W1,Repaired
P0110,L05,133,3,W1,Returned
P0110,L06,145,10,W2,Returned
P0110,L07,167,7,W3,Returned
P0110,L08,160,2,W1,Fresh
P0110,L09,63,2,W2,Returned
P0110,L10,105,5,W2,Fresh
P0111,L01,129,3,W2,Repaired
P0111,L02,154,5,W2,Returned
P0111,L03,166,5,W2,Repaired
P0111,L04,127,5,W3,Repaired
P0111,L05,76,10,W2,Fresh
P0111,L06,20,7,W3,Fresh
P0111,L07,10,5,W2,Repaired
P0111,L08,135,5,W2,Fresh
P0111,L09,158,3,W1,Finished Goods
P0111,L10,39,3,W3,Repaired
P0112,L01,15,5,W2,Returned
P0112,L02,154,3,W2,Returned
P0112,L03,80,2,W3,Returned
P0112,L04,81,7,W2,Repaired
P0112,L05,105,10,W3,Fresh
P0112,L06,99,2,W1,Repaired
P0112,L07,33,7,W2,Repaired
P0112,L08,98,5,W2,Repaired
P0112,L09,79,10,W2,Returned
P0112,L10,140,7,W1,Returned
P0113,L01,173,10,W3,Returned
P0113,L02,32,10,W3,Returned
P0113,L03,57,3,W2,Returned
P0113,L04,89,7,W1,Returned
P0113,L05,152,5,W1,Returned
P0113,L06,33,2,W3,Returned
P0113,L07,130,5,W1,Returned
P0113,L08,43,5,W3,Returned
P0113,L09,117,10,W1,Returned
P0113,L10,32,3,W3,Fresh
P0114,L01,113,5,W3,Fresh
P0114,L02,51,2,W3,Returned
P0114,L03,19,2,W3,Returned
P0114,L04,164,5,W2,Fresh
P0114,L05,75,3,W2,Fresh
P0114,L06,49,10,W3,Fresh
P0114,L07,70,10,W3,Returned
P0114,L08,167,5,W3,Fresh
P0114,L09,79,10,W3,Repaired
P0114,L10,34,7,W1,Repaired
P0115,L01,99,3,W1,Fresh
P0115,L02,11,2,W1,Fresh
P0115,L03,133,10,W3,Returned
P0115,L04,187,7,W2,Repaired
P0115,L05,68,3,W3,Fresh
P0115,L06,182,7,W2,Fresh
P0115,L07,36,5,W3,Returned
P0115,L08,25,7,W2,Repaired
P0115,L09,194,2,W2,Returned
P0115,L10,125,5,W1,Returned
P0116,L01,47,10,W1,Repaired
P0116,L02,172,7,W3,Repaired
P0116,L03,199,3,W3,Returned
P0116,L04,157,3,W3,Returned
P0116,L05,48,10,W2,Repaired
P0116,L06,137,7,W1,Fresh
P0116,L07,184,3,W1,Repaired
P0116,L08,114,7,W1,Fresh
P0116,L09,126,3,W2,Repaired
P0116,L10,175,2,W2,Repaired
P0117,L01,147,2,W2,Fresh
P0117,L02,197,2,W1,Repaired
P0117,L03,11,7,W3,Repaired
P0117,L04,123,10,W1,Fresh
P0117,L05,133,3,W3,Returned
P0117,L06,56,5,W1,Repaired
P0117,L07,167,7,W1,Returned
P0117,L08,133,2,W1,Fresh
P0117,L09,38,10,W3,Repaired
P0117,L10,41,7,W2,Returned
P0118,L01,43,7,W2,Fresh
P0118,L02,113,3,W1,Repaired
P0118,L03,164,10,W2,Returned
P0118,L04,73,3,W3,Repaired
P0118,L05,32,10,W1,Returned
P0118,L06,31,7,W3,Repaired
P0118,L07,156,3,W2,Repaired
P0118,L08,171,2,W3,Returned
P0118,L09,34,2,W2,Repaired
P0118,L10,137,2,W3,Repaired
P0119,L01,86,7,W3,Fresh
P0119,L02,75,2,W1,Fresh
P0119,L03,152,2,W3,Returned
P0119,L04,43,3,W3,Fresh
P0119,L05,63,5,W1,Fresh
P0119,L06,135,5,W2,Finished Goods
P0119,L07,164,3,W3,Returned
P0119,L08,129,3,W3,Repaired
P0119,L09,106,7,W2,Fresh
P0119,L10,62,3,W1,Repaired
P0120,L01,50,10,W1,Repaired
P0120,L02,96,7,W3,Fresh
P0120,L03,158,10,W2,Repaired
P0120,L04,67,5,W3,Fresh
P0120,L05,163,7,W2,Repaired
P0120,L06,23,10,W1,Fresh
P0120,L07,173,3,W3,Fresh
P0120,L08,10,10,W2,Repaired
P0120,L09,72,7,W3,Repaired
P0120,L10,191,10,W1,Returned
P0121,L01,159,10,W3,Repaired
P0121,L02,65,5,W2,Repaired
P0121,L03,40,7,W3,Returned
P0121,L04,58,10,W3,Repaired
P0121,L05,161,10,W3,Fresh
P0121,L06,153,10,W3,Returned
P0121,L07,74,3,W1,Repaired
P0121,L08,196,10,W2,Fresh
P0121,L09,46,7,W3,Returned
P0121,L10,173,3,W1,Returned
P0122,L01,104,2,W1,Repaired
P0122,L02,47,3,W3,Fresh
P0122,L03,85,5,W2,Returned
P0122,L04,64,2,W2,Returned
P0122,L05,139,5,W1,Fresh
P0122,L06,34,5,W2,Repaired
P0122,L07,108,2,W3,Fresh
P0122,L08,171,7,W2,Returned
P0122,L09,32,5,W2,Repaired
P0122,L10,123,3,W3,Returned
P0123,L01,171,5,W3,Repaired
P0123,L02,59,7,W2,Repaired
P0123,L03,149,10,W2,Repaired
P0123,L04,182,2,W3,Returned
P0123,L05,168,2,W3,Fresh
P0123,L06,180,2,W1,Fresh
P0123,L07,111,7,W1,Repaired
P0123,L08,179,10,W1,Repaired
P0123,L09,20,7,W3,Fresh
P0123,L10,82,5,W2,Repaired
P0124,L01,88,7,W3,Fresh
P0124,L02,43,2,W3,Returned
P0124,L03,68,5,W3,Fresh
P0124,L04,54,2,W3,Returned
P0124,L05,10,10,W3,Repaired
P0124,L06,151,3,W1,Returned
P0124,L07,98,5,W1,Repaired
P0124,L08,107,3,W2,Returned
P0124,L09,62,7,W1,Returned
P0124,L10,156,5,W3,Fresh
P0125,L01,85,10,W1,Returned
P0125,L02,26,10,W3,Fresh
P0125,L03,197,5,W2,Repaired
P0125,L04,36,2,W2,Returned
P0125,L05,136,10,W1,Returned
P0125,L06,115,7,W2,Returned
P0125,L07,24,3,W1,Repaired
P0125,L08,161,10,W2,Fresh
P0125,L09,47,3,W3,Repaired
P0125,L10,14,10,W3,Returned
P0126,L01,38,2,W2,Fresh
P0126,L02,160,3,W1,Returned
P0126,L03,174,10,W1,Returned
P0126,L04,144,3,W3,Repaired
P0126,L05,29,2,W2,Repaired
P0126,L06,87,3,W1,Fresh
P0126,L07,97,7,W2,Returned
P0126,L08,72,2,W1,Returned
P0126,L09,72,3,W2,Returned
P0126,L10,188,10,W1,Returned
P0127,L01,17,3,W2,Fresh
P0127,L02,138,2,W2,Returned
P0127,L03,91,2,W2,Repaired
P0127,L04,126,5,W2,Returned
P0127,L05,36,7,W2,Returned
P0127,L06,184,3,W2,Fresh
P0127,L07,180,3,W1,Fresh
P0127,L08,123,10,W3,Repaired
P0127,L09,23,3,W1,Returned
P0127,L10,73,10,W3,Repaired
P0128,L01,186,7,W1,Returned
P0128,L02,37,2,W3,Fresh
P0128,L03,71,7,W1,Returned
P0128,L04,83,7,W2,Repaired
P0128,L05,66,10,W2,Returned
P0128,L06,142,3,W2,Fresh
P0128,L07,28,2,W3,Repaired
P0128,L08,129,10,W1,Repaired
P0128,L09,123,10,W1,Fresh
P0128,L10,10,7,W3,Repaired
P0129,L01,70,3,W3,Fresh
P0129,L02,128,2,W3,Returned
P0129,L03,135,3,W1,Returned
P0129,L04,45,10,W1,Repaired
P0129,L05,115,7,W3,Repaired
P0129,L06,185,10,W2,Fresh
P0129,L07,13,5,W2,Repaired
P0129,L08,34,7,W1,Fresh
P0129,L09,169,2,W3,Returned
P0129,L10,125,2,W1,Repaired
P0130,L01,119,7,W3,Fresh
P0130,L02,71,3,W3,Fresh
P0130,L03,18,7,W1,Repaired
P0130,L04,58,3,W1,Fresh
P0130,L05,197,10,W3,Returned
P0130,L06,14,7,W3,Returned
P0130,L07,150,10,W1,Returned
P0130,L08,138,3,W3,Fresh
P0130,L09,162,7,W2,Repaired
P0130,L10,111,7,W1,Fresh
P0131,L01,148,2,W3,Returned
P0131,L02,69,3,W1,Fresh
P0131,L03,103,5,W1,Returned
P0131,L04,105,3,W1,Repaired
P0131,L05,150,2,W3,Repaired
P0131,L06,108,10,W2,Returned
P0131,L07,45,10,W3,Repaired
P0131,L08,125,10,W1,Returned
P0131,L09,128,7,W1,Returned
P0131,L10,151,7,W3,Repaired
P0132,L01,175,2,W1,Repaired
P0132,L02,64,10,W3,Fresh
P0132,L03,31,10,W3,Returned
P0132,L04,77,5,W2,Fresh
P0132,L05,136,2,W3,Returned
P0132,L06,153,3,W1,Repaired
P0132,L07,107,5,W1,Returned
P0132,L08,156,7,W2,Repaired
P0132,L09,11,2,W3,Repaired
P0132,L10,106,7,W2,Returned
P0133,L01,59,5,W1,Repaired
P0133,L02,149,3,W3,Fresh
P0133,L03,99,2,W3,Returned
P0133,L04,53,7,W3,Repaired
P0133,L05,60,5,W1,Fresh
P0133,L06,85,5,W2,Returned
P0133,L07,42,3,W3,Returned
P0133,L08,155,7,W1,Repaired
P0133,L09,194,10,W2,Fresh
P0133,L10,59,10,W1,Fresh
P0134,L01,10,2,W3,Returned
P0134,L02,85,5,W2,Returned
P0134,L03,116,3,W2,Returned
P0134,L04,161,2,W3,Fresh
P0134,L05,196,10,W2,Repaired
P0134,L06,21,3,W2,Returned
P0134,L07,110,2,W3,Repaired
P0134,L08,88,7,W1,Repaired
P0134,L09,117,10,W1,Fresh
P0134,L10,47,7,W2,Fresh
P0135,L01,151,10,W3,Fresh
P0135,L02,27,3,W1,Fresh
P0135,L03,122,2,W1,Fresh
P0135,L04,151,3,W1,Returned
P0135,L05,138,7,W3,Fresh
P0135,L06,47,3,W2,Returned
P0135,L07,141,10,W2,Returned
P0135,L08,142,10,W3,Returned
P0135,L09,43,5,W2,Repaired
P0135,L10,101,2,W1,Returned
P0136,L01,137,5,W3,Repaired
P0136,L02,194,5,W2,Returned
P0136,L03,38,2,W1,Fresh
P0136,L04,23,2,W1,Fresh
P0136,L05,83,7,W1,Fresh
P0136,L06,10,7,W2,Returned
P0136,L07,163,10,W2,Returned
P0136,L08,136,10,W1,Returned
P0136,L09,57,10,W2,Fresh
P0136,L10,151,3,W3,Returned
P0137,L01,142,3,W3,Fresh
P0137,L02,36,2,W3,Repaired
P0137,L03,38,10,W3,Returned
P0137,L04,52,3,W1,Repaired
P0137,L05,194,10,W1,Repaired
P0137,L06,136,5,W2,Repaired
P0137,L07,74,7,W3,Repaired
P0137,L08,47,5,W1,Fresh
P0137,L09,135,7,W1,Returned
P0137,L10,131,5,W3,Repaired
P0138,L01,120,3,W2,Fresh
P0138,L02,52,3,W3,Fresh
P0138,L03,152,5,W1,Fresh
P0138,L04,151,5,W2,Repaired
P0138,L05,164,7,W2,Returned
P0138,L06,84,2,W2,Fresh
P0138,L07,20,5,W1,Repaired
P0138,L08,33,5,W3,Repaired
P0138,L09,53,3,W3,Returned
P0138,L10,47,2,W3,Repaired
P0139,L01,128,10,W1,Fresh
P0139,L02,158,2,W2,Repaired
P0139,L03,108,10,W3,Returned
P0139,L04,186,3,W2,Returned
P0139,L05,44,2,W2,Returned
P0139,L06,155,7,W1,Returned
P0139,L07,101,10,W2,Fresh
P0139,L08,76,2,W3,Repaired
P0139,L09,73,3,W1,Repaired
P0139,L10,37,3,W1,Fresh
P0140,L01,89,2,W1,Returned
P0140,L02,107,10,W1,Repaired
P0140,L03,81,2,W1,Repaired
P0140,L04,10,3,W2,Returned
P0140,L05,34,2,W2,Fresh
P0140,L06,197,7,W2,Returned
P0140,L07,13,2,W3,Repaired
P0140,L08,193,7,W3,Returned
P0140,L09,156,5,W1,Returned
P0140,L10,101,2,W2,Returned
P0141,L01,30,7,W1,Fresh
P0141,L02,167,3,W3,Returned
P0141,L03,48,5,W2,Repaired
P0141,L04,119,7,W1,Returned
P0141,L05,182,5,W3,Repaired
P0141,L06,12,7,W3,Fresh
P0141,L07,12,7,W1,Returned
P0141,L08,159,10,W2,Fresh
P0141,L09,54,10,W1,Repaired
P0141,L10,169,7,W1,Fresh
P0142,L01,129,5,W1,Fresh
P0142,L02,181,10,W2,Fresh
P0142,L03,134,5,W2,Repaired
P0142,L04,92,7,W2,Returned
P0142,L05,103,3,W2,Fresh
P0142,L06,72,10,W3,Fresh
P0142,L07,106,10,W2,Repaired
P0142,L08,110,10,W2,Fresh
P0142,L09,180,7,W1,Fresh
P0142,L10,140,3,W2,Fresh
P0143,L01,165,10,W2,Repaired
P0143,L02,65,5,W3,Fresh
P0143,L03,199,7,W3,Returned
P0143,L04,104,3,W2,Repaired
P0143,L05,108,5,W3,Fresh
P0143,L06,124,5,W2,Returned
P0143,L07,118,10,W2,Fresh
P0143,L08,181,2,W1,Fresh
P0143,L09,155,2,W2,Returned
P0143,L10,105,10,W2,Returned
P0144,L01,150,5,W3,Fresh
P0144,L02,189,10,W3,Fresh
P0144,L03,118,7,W3,Fresh
P0144,L04,27,2,W3,Returned
P0144,L05,74,3,W3,Fresh
P0144,L06,36,5,W2,Fresh
P0144,L07,58,3,W1,Fresh
P0144,L08,45,7,W2,Fresh
P0144,L09,18,7,W1,Repaired
P0144,L10,90,7,W1,Repaired
P0145,L01,190,2,W3,Returned
P0145,L02,103,2,W1,Fresh
P0145,L03,127,7,W2,Fresh
P0145,L04,87,3,W2,Repaired
P0145,L05,63,2,W2,Returned
P0145,L06,35,3,W2,Returned
P0145,L07,48,10,W2,Returned
P0145,L08,134,3,W3,Repaired
P0145,L09,83,5,W2,Repaired
P0145,L10,180,5,W2,Returned
P0146,L01,36,7,W1,Fresh
P0146,L02,186,10,W1,Fresh
P0146,L03,141,7,W2,Returned
P0146,L04,166,7,W3,Repaired
P0146,L05,95,2,W2,Repaired
P0146,L06,115,2,W1,Repaired
P0146,L07,114,10,W1,Finished Goods
P0146,L08,64,2,W3,Fresh
P0146,L09,156,2,W2,Returned
P0146,L10,72,3,W3,Repaired
P0147,L01,101,2,W1,Returned
P0147,L02,64,10,W1,Repaired
P0147,L03,36,5,W2,Returned
P0147,L04,14,10,W2,Fresh
P0147,L05,30,7,W2,Repaired
P0147,L06,91,5,W2,Repaired
P0147,L07,87,10,W1,Fresh
P0147,L08,168,2,W3,Fresh
P0147,L09,15,5,W1,Returned
P0147,L10,59,10,W2,Returned
P0148,L01,86,7,W1,Fresh
P0148,L02,169,10,W2,Fresh
P0148,L03,22,10,W3,Repaired
P0148,L04,130,10,W1,Repaired
P0148,L05,73,10,W1,Fresh
P0148,L06,23,3,W1,Fresh
P0148,L07,111,10,W3,Fresh
P0148,L08,88,10,W1,Returned
P0148,L09,58,7,W1,Repaired
P0148,L10,107,10,W1,Returned
P0149,L01,75,3,W2,Fresh
P0149,L02,111,10,W3,Returned
P0149,L03,11,2,W2,Fresh
P0149,L04,133,5,W1,Repaired
P0149,L05,75,3,W3,Repaired
P0149,L06,71,5,W2,Repaired
P0149,L07,62,7,W2,Returned
P0149,L08,147,5,W1,Returned
P0149,L09,170,5,W1,Fresh
P0149,L10,97,3,W3,Fresh
P0150,L01,35,3,W3,Returned
P0150,L02,195,5,W2,Fresh
P0150,L03,156,10,W2,Fresh
